gene_name	type	organism
FAM120AOS	other	hg19
FAM120A	refseq	orycun2
PHF2	refseq	orycun2
C7ORF25	other	hg19
C4H7ORF25	other	
RGD1308147	other	
AW209491	other	mm9
BARX1	refseq	orycun2
BARX1-DT	other	hg19
PTPDC1	refseq	orycun2
LOC108176688	refseq	orycun2
MIRLET7A-1	other	
MIRLET7A	other	
MIRLET7A1	other	
MIRLET7A-1	other	mm9
MIRLET7F2	other	
MIRLET7A-2	other	
MIRLET7A-3	other	
MIRLET7E-1	other	
MIRLET7G-2	other	
MIRLET7A1	other	hg19
MIRLET7A3	other	
MIRLET7F	other	
MIRLET7E	other	
MIRLET7F-1	other	
MIRLET7F1	other	
MIRLET7F-2	other	
MIRLET7B	other	
MIRLET7F-1	other	mm9
MIRLET7F1	other	hg19
MIRLET7A-5	other	
MIR98	other	
MIRLET7H	other	
MIRLET7B-1	other	
MIRLET7D	other	
MIRLET7D	other	mm9
MIR3596B	other	
MIRLET7D	other	hg19
ZNF169	other	hg19
LOC100357796	refseq	orycun2
LOC100358058	refseq	orycun2
LOC100358315	refseq	orycun2
LOC100337692	refseq	orycun2
LOC108176690	refseq	orycun2
LOC100341232	refseq	orycun2
NAA35	refseq	orycun2
GOLM1	refseq	orycun2
C1H9orf153	refseq	orycun2
ISCA1	refseq	orycun2
LOC103348495	refseq	orycun2
LOC108176701	refseq	orycun2
ZCCHC6	refseq	orycun2
LOC108176703	refseq	orycun2
IFITM1	other	mm9
GAS1	refseq	orycun2
LOC440173	other	hg19
DAPK1	refseq	orycun2
LOC100347623	refseq	orycun2
LOC100356256	refseq	orycun2
LOC100344030	refseq	orycun2
FBP2	refseq	orycun2
FBP1	refseq	orycun2
C1H9orf3	refseq	orycun2
C8H9ORF3	other	
LOC108176720	refseq	orycun2
AOPEP	other	hg19
LOC108176721	refseq	orycun2
MIR23B	other	
FANCC	refseq	orycun2
T22F8.100; T22F8_100	other	
F2G1.15; F2G1_15	other	
RPS25-2	other	
RPS25-1	other	
LOC100283674	other	
LOC100193720	other	
LOC100499810	other	
LOC548053	other	
F16F14.14; F16F14_14	other	
LOC100281626	other	
LOC100280801	other	
LOC101261290	other	
RPS-25	other	
AT4G34555	other	
LOC106120341	other	
PTCH1	refseq	orycun2
1700073E17RIK	other	mm9
AT3G13580	other	
F10A8.13; F10A8_13	other	
RPL-7	other	
LOC100813342	other	
LOC100305682	other	
LOC102577695	other	
RPL701	other	
LOC100282330	other	
LOC105387235	other	
LOC106108907	other	
LOC106128423	other	
LOC112293046	other	
LOC100281870	other	
LOC100281971	other	
LOC100500011	other	
F6E13.25	other	
LOC100306213	other	
LOC101251486	other	
RPL7.L	other	
RPL702	other	
RPL7B	other	
RLP7	other	
LOC367195	other	
LOC102589364	other	
AGOS_ACR120C	other	
RPL33B	other	
ERCC6L2	refseq	orycun2
ZNF619	other	hg19
HSD17B3	refseq	orycun2
SLC35D2	refseq	orycun2
ZNF367	refseq	orycun2
LOC100140121	other	
HABP4	refseq	orycun2
CDC14B	refseq	orycun2
LOC100190380	other	
PRXL2C	other	hg19
PRXL2C	other	mm9
AAED1	refseq	orycun2
ZNF25	other	
ZNF181	other	
ZNF181	other	hg19
ZFP616	other	mm9
ZFP941	other	mm9
ZNF705E	other	hg19
ZNF485	other	hg19
ZNF888	other	hg19
ZNF888	other	
ZNF658	other	hg19
ZF(C2H2)-14	other	
ZGC:172128	other	
LOC103348581	refseq	orycun2
ZNF510	refseq	orycun2
ZNF782	refseq	orycun2
CAM	other	
SNORA109	other	hg19
CTSV	other	hg19
LOC108176735	refseq	orycun2
LOC100008830	refseq	orycun2
LOC108176738	refseq	orycun2
LOC100277449	other	
LOC542474	other	
LOC100189940	other	
HINT1.S	other	
LOC693069	other	
LOC106124327	other	
LOC108176736	refseq	orycun2
FAM240B	other	mm9
LOC103348587	refseq	orycun2
LOC100348872	refseq	orycun2
5730507C01RIK	other	mm9
LOC100349629	refseq	orycun2
LOC100349887	refseq	orycun2
LOC100350135	refseq	orycun2
LOC100350377	refseq	orycun2
SPATA31C2	refseq	orycun2
SPTLC1	refseq	orycun2
ROR2	refseq	orycun2
LOC108176740	refseq	orycun2
NFIL3	refseq	orycun2
AUH	refseq	orycun2
RPP2B	other	
RPP0	other	
RLA-0	other	
LOC100282819	other	
LOC542719	other	
LOC100194313	other	
AGOS_ADR256W	other	
MCA23.2; MCA23_2	other	
LOC542551	other	
LOC102577551	other	
LOC100499761	other	
RPP203	other	
RPP201	other	
LOC100306264	other	
AT3G09200	other	
LOC108176746	refseq	orycun2
LOC103348611	refseq	orycun2
LINC00484	other	hg19
LOC108178545	refseq	orycun2
SYK	refseq	orycun2
UEV1A	other	
PPA1.L	other	
PPA1.S	other	
PPA2.L	other	
LOC103182217	other	
PPA1B	other	
LOC106608436	other	
IPP1	other	
PYP-1	other	
IPYR	other	
NURF-38	other	
AGOS_AER015C	other	
ECU10_0340	other	
AGOS_AER283W	other	
SPAC3A12.02	other	
DIRAS2	refseq	orycun2
LINC01508	other	hg19
GADD45G	refseq	orycun2
SEMA4D	refseq	orycun2
SECISBP2	refseq	orycun2
PPP4R2.L	other	
PPP4R2.S	other	
PPP4R2B	other	
P4R2A	other	
CKS2	refseq	orycun2
SHC3	refseq	orycun2
S1PR3	refseq	orycun2
NXNL2	refseq	orycun2
SPIN1	refseq	orycun2
LOC103348645	refseq	orycun2
CDK20	refseq	orycun2
FBXW17	other	mm9
LOC100354751	refseq	orycun2
NUTM2G	other	hg19
NUTM2F	other	hg19
NUTM2A	other	hg19
NUTM2B	other	hg19
NUTM2D	other	
LOC100355511	refseq	orycun2
LOC100355755	refseq	orycun2
NUTM2	other	mm9
LOC100356002	refseq	orycun2
LOC108178123	refseq	orycun2
LOC108176781	refseq	orycun2
LOC103348864	refseq	orycun2
LOC101058692	other	
OPCML	refseq	orycun2
LOC103348866	refseq	orycun2
NTM	refseq	orycun2
NTM-IT	other	hg19
NTM-AS1	other	hg19
LOC101929653	other	hg19
PTMA-PS2	other	mm9
SNX19	refseq	orycun2
LINC02873	other	hg19
ADAMTS15	refseq	orycun2
LOC103348875	refseq	orycun2
ADAMTS8	refseq	orycun2
SKDZETA	other	
GSK1	other	
ZBTB44	refseq	orycun2
ST14	refseq	orycun2
APLP2	refseq	orycun2
RPL2502	other	
LINC00167	other	hg19
PRDM10	refseq	orycun2
NFRKB	refseq	orycun2
TMEM45B	refseq	orycun2
LINC01395	other	hg19
BARX2	refseq	orycun2
CEH-31	other	
LOC100344790	refseq	orycun2
ZNF678	other	hg19
LOC105377623	other	hg19
LOC103348895	refseq	orycun2
MIR3198-1	other	hg19
MIR3198-2	other	hg19
LOC108178126	refseq	orycun2
LOC100342855	refseq	orycun2
LOC103350517	refseq	orycun2
LOC108178547	refseq	orycun2
ARHGAP32	refseq	orycun2
HMGN4	other	
ARHGAP32.L	other	
KCNJ5	refseq	orycun2
C11ORF45	other	
C11ORF45	other	hg19
KCNJ1	refseq	orycun2
FLI1	refseq	orycun2
SENCR	other	hg19
LOC108176804	refseq	orycun2
LOC108176805	refseq	orycun2
ETS1-AS1	other	hg19
ETS1	refseq	orycun2
AASDHPPT.S	other	
LINC02712	other	hg19
KIRREL3-AS3	other	hg19
KIRREL3	refseq	orycun2
KIRREL3-AS2	other	hg19
LOC101929427	other	hg19
ST3GAL4	refseq	orycun2
DCPS	refseq	orycun2
GSEC	other	hg19
TIRAP	refseq	orycun2
FOXRED1	refseq	orycun2
SRPRA	refseq	orycun2
FAM118B	refseq	orycun2
RPUSD4	refseq	orycun2
LOC108176806	refseq	orycun2
CDON	refseq	orycun2
GM1113	other	
VSIG10L2	other	hg19
DDX25	refseq	orycun2
PUS3	refseq	orycun2
HYLS1	refseq	orycun2
LOC574167	other	
GM3867	other	mm9
PATE13	other	
PATE3	refseq	orycun2
PATE2	refseq	orycun2
PATE1	refseq	orycun2
PATE10	other	mm9
LOC100359924	other	
LOC103348989	refseq	orycun2
C9H6ORF120	other	
LOC100362078	other	
PATE-F	other	
LOC103348992	refseq	orycun2
ACRV1	refseq	orycun2
NDUFB1	refseq	orycun2
CHEK1	refseq	orycun2
STT3A	refseq	orycun2
EI24	refseq	orycun2
FEZ1	refseq	orycun2
PKNOX2	refseq	orycun2
G3PP4	other	
LOC108176820	refseq	orycun2
TMEM218	refseq	orycun2
SLC37A2	refseq	orycun2
CCDC15	refseq	orycun2
HEPACAM	refseq	orycun2
HEPN1	refseq	orycun2
ROBO4	refseq	orycun2
ROBO3	refseq	orycun2
LOC100507283	other	hg19
REEP5.S	other	
REEP5.L	other	
ZGC:101744	other	
MSANTD2	refseq	orycun2
LOC101929340	other	hg19
ESAM	refseq	orycun2
VSIG2	refseq	orycun2
NRGN	refseq	orycun2
LOC108176836	refseq	orycun2
MYL6	other	
MYL6L	other	
ZGC:153867	other	
MYL6.S	other	
SPA17	refseq	orycun2
SIAE	refseq	orycun2
TBRG1	refseq	orycun2
PANX3	refseq	orycun2
LOC100353399	refseq	orycun2
BXDC2	other	
LOC100356261	refseq	orycun2
LOC100359103	refseq	orycun2
LOC100343776	refseq	orycun2
LOC100340208	refseq	orycun2
OR4A47	other	
LOC100343024	refseq	orycun2
LOC100344031	refseq	orycun2
LOC100344284	refseq	orycun2
LOC100345989	refseq	orycun2
LOC100344537	refseq	orycun2
LOC103350537	refseq	orycun2
LOC103349066	refseq	orycun2
LOC103350538	refseq	orycun2
LOC103349071	refseq	orycun2
OLFR881	other	mm9
OLFR888	other	mm9
OLR1213	other	
OLR1206	other	
OLFR887	other	mm9
OLR297	other	
LOC100354335	refseq	orycun2
LOC100352057	refseq	orycun2
OLFR878	other	mm9
OLFR885	other	mm9
OLR1217	other	
OLR1214	other	
OLR1304	other	
OLR1305	other	
OLR1286	other	
OLFR957	other	mm9
OLFR965	other	mm9
OLR1316	other	
OLR1325	other	
OLFR889	other	mm9
OLFR884	other	mm9
OLFR930	other	mm9
OLFR891	other	mm9
OLFR904	other	mm9
LOC504623	other	
OLR1323	other	
OLFR967	other	mm9
OLR1279	other	
LOC100345298	refseq	orycun2
LOC100345557	refseq	orycun2
LOC100345816	refseq	orycun2
LOC100346076	refseq	orycun2
LOC108178137	refseq	orycun2
LOC100346337	refseq	orycun2
LOC100346591	refseq	orycun2
LOC100346848	refseq	orycun2
VWA5A	other	hg19
LOC100347112	refseq	orycun2
OR10D3	other	hg19
LOC100347624	refseq	orycun2
OR8G5	other	hg19
LOC100347870	refseq	orycun2
OR8D4	other	
OLFR229	other	mm9
LOC100354585	refseq	orycun2
LOC103350550	refseq	orycun2
MEX3D	other	mm9
MEX3D	other	hg19
MIR1905A	other	
OLFR934	other	mm9
OLR1273	other	
OR11L1.L	other	
OR11L1.18.L	other	
OR52R1.L	other	
OLFR9	other	mm9
OR6W1P	other	hg19
LOC100355347	refseq	orycun2
LOC100356687	refseq	orycun2
LOC100357460	refseq	orycun2
LOC100358496	refseq	orycun2
LOC100349120	refseq	orycun2
LOC103349087	refseq	orycun2
LOC100349372	refseq	orycun2
OLFR912	other	mm9
OLFR921	other	mm9
OLFR920	other	mm9
OLFR902	other	mm9
OLR1244	other	
OLR1219	other	
OLR1237	other	
OLR1238	other	
OLR1256	other	
OLR1261	other	
OLR1260	other	
OLR1243	other	
OLR1259	other	
OLFR906	other	mm9
LOC788573	other	
LOC787625	other	
OLR1240	other	
OLR1242	other	
OLR1226	other	
OLFR905	other	mm9
OLR1254	other	
OLFR916	other	mm9
OLFR908	other	mm9
UBE2V2.S	other	
UEV-1	other	
LOC100789495	other	
LOC100499899	other	
LOC100306398	other	
LOC105635845	other	
LOC102577979	other	
LOC100382057	other	
MMS2	other	
SUV	other	
OLR1765	other	
OLR1253	other	
OLR1239	other	
OLR1461	other	
OLR1457	other	
LOC100349630	refseq	orycun2
LOC100349888	refseq	orycun2
OLR1229	other	
OLFR898	other	mm9
OLFR250	other	mm9
OLFR899	other	mm9
OLR1233	other	
OLR1228	other	
OLR1230	other	
OLFR895	other	mm9
OLR1222	other	
OLR1220	other	
OLFR894	other	mm9
OLR1223	other	
OLFR143	other	mm9
OLFR251	other	mm9
OLFR900	other	mm9
OLFR25	other	mm9
OLR1234	other	
OLFR893	other	mm9
OLR1225	other	
OLR1227	other	
OLFR298	other	mm9
LOC100350378	refseq	orycun2
LOC100338627	refseq	orycun2
LOC100338878	refseq	orycun2
OLFR918	other	mm9
OLFR147	other	mm9
OLR1235	other	
OLR1231	other	
OR8B2	other	hg19
OR8B3	other	hg19
OLFR763	other	mm9
LOC103350567	refseq	orycun2
LOC100351376	refseq	orycun2
LOC103350571	refseq	orycun2
OLFR933	other	mm9
OLR1271	other	
OR1S1.L	other	
LOC100351879	refseq	orycun2
OLFR914	other	mm9
OLFR907	other	mm9
OLR1246	other	
OLR1232	other	
OLFR910	other	mm9
OLR1262	other	
OLFR913	other	mm9
OLR1250	other	
OLR1251	other	
OLFR917	other	mm9
OLR1135	other	
LOC100352376	refseq	orycun2
LOC100352634	refseq	orycun2
LOC100352890	refseq	orycun2
LOC100353394	refseq	orycun2
LOC100353645	refseq	orycun2
LOC100353893	refseq	orycun2
LOC100337693	refseq	orycun2
LOC100354154	refseq	orycun2
OLFR150	other	mm9
OLFR919	other	mm9
OLR1257	other	
OLR1278	other	
LOC100338201	refseq	orycun2
LOC100339693	refseq	orycun2
LOC103350597	refseq	orycun2
LOC100354914	refseq	orycun2
LOC100355174	refseq	orycun2
LOC100355426	refseq	orycun2
LOC100355674	refseq	orycun2
LOC100355917	refseq	orycun2
LOC100356166	refseq	orycun2
OLFR883	other	mm9
OLR1218	other	
OR1C1	other	hg19
OR8D1	other	hg19
OLFR1350	other	mm9
LOC100356683	refseq	orycun2
LOC100356942	refseq	orycun2
OLR299	other	
LOC100357199	refseq	orycun2
LOC108178559	refseq	orycun2
LOC100357456	refseq	orycun2
LOC100341233	refseq	orycun2
TMEM225	refseq	orycun2
LOC108178176	refseq	orycun2
ZNF202	refseq	orycun2
LOC100136175	other	
LOC103971856	other	
AGOS_ACR104C	other	
RPL502	other	
RPL501	other	
ATL5	other	
RPL5B	other	
RPL-5	other	
LOC102577675	other	
LOC101253089	other	
LOC106117296	other	
LOC106108091	other	
LOC100162441	other	
LOC100284917	other	
LOC100805868	other	
SCN3B	refseq	orycun2
GRAMD1B	refseq	orycun2
CLMP	refseq	orycun2
LOC108176867	refseq	orycun2
HSPA8	refseq	orycun2
AGOS_AEL070W	other	
F5O24.50; F5O24_50	other	
T1P17.190; T1P17_190	other	
LOC100527424	other	
LOC100305817	other	
BSX	refseq	orycun2
JHY	other	hg19
C1H11orf63	refseq	orycun2
CRTAM	refseq	orycun2
UBASH3B	refseq	orycun2
LOC103349179	refseq	orycun2
MIR100HG	other	hg19
MIR100HG	other	mm9
LOC108176870	refseq	orycun2
MIR100	other	
MIR100-2	other	
MIR100-1	other	
MIR100	other	hg19
MIR100	other	mm9
MIR99A-2	other	
MIR3596A	other	
MIRLET7	other	
MIRLET7A-2	other	mm9
MIR3596C	other	
MIRLET7E	other	mm9
MIRLET7E	other	hg19
MIRLET7C-3	other	
MIRLET7A-4	other	
MIRLET7A2	other	hg19
MIRLET7A2	other	
BLID	other	hg19
LOC103349185	refseq	orycun2
VOF16	other	
UBL-1	other	
UBA52	other	mm9
SORL1	refseq	orycun2
4930546K05RIK	other	mm9
SC5D	refseq	orycun2
LOC103349194	refseq	orycun2
TECTA	refseq	orycun2
TBCEL	refseq	orycun2
LOC103349204	refseq	orycun2
GRIK4	refseq	orycun2
LOC108176875	refseq	orycun2
LOC108176877	refseq	orycun2
LOC101929227	other	hg19
ARHGEF12	refseq	orycun2
TMEM136	refseq	orycun2
POU2F3	refseq	orycun2
OAF	refseq	orycun2
LOC108176882	refseq	orycun2
TRIM29	refseq	orycun2
LOC100341143	refseq	orycun2
NECTIN1	refseq	orycun2
LOC103349228	refseq	orycun2
LOC103344982	refseq	orycun2
LOC100341661	refseq	orycun2
LOC100341914	refseq	orycun2
FXYD6	refseq	orycun2
LOC103349229	refseq	orycun2
DSCAML1	refseq	orycun2
CEP164	refseq	orycun2
BACE1	refseq	orycun2
RNF214	refseq	orycun2
PCSK7	refseq	orycun2
TAGLN	refseq	orycun2
LOC100652768	other	hg19
SIDT2	refseq	orycun2
PAFAH1B2	refseq	orycun2
UBB-PS	other	mm9
SIK3	refseq	orycun2
UCHL3.L	other	
UCH	other	
LOC106124031	other	
AP-UCH	other	
LOC100816564	other	
APOA1	refseq	orycun2
APOC3	refseq	orycun2
APOA4	refseq	orycun2
APOA5	refseq	orycun2
ZPR1	refseq	orycun2
BUD13	refseq	orycun2
LOC103349280	refseq	orycun2
LOC103349288	refseq	orycun2
GM4791	other	mm9
LINC00900	other	hg19
CADM1	refseq	orycun2
LOC105369507	other	hg19
GM10677	other	mm9
NXPE2	refseq	orycun2
LOC100357878	refseq	orycun2
LOC100345558	refseq	orycun2
NXPE1	refseq	orycun2
NXPE4	other	
REXO2	refseq	orycun2
LOC108176944	refseq	orycun2
RBM7	refseq	orycun2
C1H11orf71	refseq	orycun2
C11ORF71	other	hg19
NNMT	other	hg19
NNMT	other	
NNMT	other	mm9
ZBTB16	refseq	orycun2
LOC108176950	refseq	orycun2
HTR3A	refseq	orycun2
HTR3B	refseq	orycun2
USP28	refseq	orycun2
CLDN25	refseq	orycun2
ZW10	refseq	orycun2
TMPRSS5	refseq	orycun2
CDCA4	other	mm9
CDCA4	other	
CDCA4	other	hg19
DRD2	refseq	orycun2
ANKK1	refseq	orycun2
TTC12	refseq	orycun2
NCAM1	refseq	orycun2
NCAM1B	other	
AT3G10950	other	
LOC105380047	other	
LOC101928847	other	hg19
LOC100348369	refseq	orycun2
LOC542190	other	
LOC100843625	other	
LOC100831909	other	
LOC689959	other	
PLET1	refseq	orycun2
PTS	refseq	orycun2
BCO2	refseq	orycun2
TEX12	refseq	orycun2
IL18	refseq	orycun2
SDHD	refseq	orycun2
SNORA11	other	hg19
SNORA11F	other	hg19
SNORA11B	other	hg19
TIMM8B	refseq	orycun2
C1H11orf57	refseq	orycun2
PIH1D2	refseq	orycun2
DLAT	refseq	orycun2
LTA3	other	
DIXDC1	refseq	orycun2
C1H11orf52	refseq	orycun2
HSPB2	refseq	orycun2
CRYAB	refseq	orycun2
C1H11orf1	refseq	orycun2
FDXACB1	refseq	orycun2
ALG9	refseq	orycun2
PPP2R1B	refseq	orycun2
PP2A-29B	other	
SIK2	refseq	orycun2
LOC100357544	refseq	orycun2
RPL-9	other	
LAYN	refseq	orycun2
C1H11orf88	refseq	orycun2
BTG4	refseq	orycun2
LOC728196	other	hg19
LOC100132078	other	hg19
POU2AF1	refseq	orycun2
COLCA2	refseq	orycun2
COLCA1	other	
C1H11orf53	refseq	orycun2
C11ORF53	other	hg19
1810046K07RIK	other	mm9
LOC100352125	refseq	orycun2
LINC02550	other	hg19
LOC102577768	other	
LOC732870	other	
PSMC4.L	other	
PRS6B	other	
LOC106121729	other	
ECU08_1970	other	
ECU10_0130	other	
RPT3	other	
LOC100278786	other	
AGOS_AFR394W	other	
ARHGAP20	refseq	orycun2
LOC103349462	refseq	orycun2
ATF1.S	other	
ATF1.L	other	
CRH-1	other	
NTAQ1	other	
FDX1	refseq	orycun2
RDX	refseq	orycun2
ZC3H12C	refseq	orycun2
UBE2E4P	other	hg19
CG5440	other	
CG2574	other	
UBC31	other	
LOC101245577	other	
FUS9	other	
MSNA	other	
C1H11orf87	refseq	orycun2
CHORDC1P4	other	hg19
DDX10	refseq	orycun2
EXPH5	refseq	orycun2
KDELC2	refseq	orycun2
POGLUT3	other	hg19
C1H11orf65	refseq	orycun2
ATM	refseq	orycun2
LOC100355834	refseq	orycun2
ACAT1	refseq	orycun2
CUL5	refseq	orycun2
RAB39A	refseq	orycun2
PRELID3B.L	other	
PRELID3B.S	other	
SLMO2-ATP5E	other	hg19
SLC35F2	refseq	orycun2
LOC103349530	refseq	orycun2
SLN	refseq	orycun2
ELMOD1	refseq	orycun2
ALKBH8	refseq	orycun2
CYP59	other	
SIG-7	other	
CWF19L2	refseq	orycun2
CWF19L2.L	other	
GUCY1A2	refseq	orycun2
GM6623	other	mm9
LOC105337046	other	
LOC100499584	other	
LOC100499583	other	
LOC100379100	other	
AKIRIN1.L	other	
LOC100379107	other	
AKIRIN1.S	other	
LOC100499586	other	
LOC100499585	other	
LOC100379101	other	
LOC100862827	other	
LOC106619530	other	
AASDHPPT	refseq	orycun2
KBTBD3	refseq	orycun2
MSANTD4	refseq	orycun2
GRIA4	refseq	orycun2
GRIA2B	other	
LOC100358658	refseq	orycun2
CARD18	other	hg19
CASP1	refseq	orycun2
CASP4	refseq	orycun2
LOC103350677	refseq	orycun2
GM42031	other	
GM33887	other	mm9
AI506816	other	mm9
BRIP1OS	other	mm9
5730552O08RIK	other	
PDGFD	refseq	orycun2
DDI1	refseq	orycun2
LOC100527754	other	
LOC102588879	other	
DYNC2H1	refseq	orycun2
DCUN1D5	refseq	orycun2
MMP13	refseq	orycun2
DFC	other	
F25B5.6	other	
LOC101250507	other	
DFD	other	
MED8.S	other	
MMP12	refseq	orycun2
MMP3	refseq	orycun2
MMP1	refseq	orycun2
MMP10	refseq	orycun2
LOC100339790	refseq	orycun2
MMP8	other	hg19
LOC100340040	refseq	orycun2
MMP20	refseq	orycun2
MMP7	refseq	orycun2
LOC108177072	refseq	orycun2
LOC101928424	other	hg19
TMEM123	other	hg19
TMEM123	other	
BIRC2	refseq	orycun2
BIRC3	refseq	orycun2
LOC100340551	refseq	orycun2
LOC108177082	refseq	orycun2
LOC108178563	refseq	orycun2
IRF2A	other	
IRF1A	other	
LOC103349613	refseq	orycun2
YAP1	refseq	orycun2
C1H11orf70	refseq	orycun2
CEP126	refseq	orycun2
C1H1ORF43	other	
C1ORF43	other	hg19
ANGPTL5	refseq	orycun2
LOC100342097	refseq	orycun2
SUMO4	other	hg19
SUMO2.S	other	
LOC105371814	other	hg19
SMT3	other	
SUMO3A	other	
SUMO3	other	
SUMO2B	other	
TRPC6	refseq	orycun2
LOC103349628	refseq	orycun2
PGR	refseq	orycun2
ARHGAP42	refseq	orycun2
ARHGAP10.S	other	
ARHGAP42-AS1	other	hg19
LOC100349893	refseq	orycun2
CNTN5	refseq	orycun2
SNORA31	other	hg19
HNRNPA1.L	other	
LINC00367	other	hg19
LOC106126742	other	
LOC100163081	other	
LOC106105148	other	
LOC105193280	other	
LOC105394538	other	
RACK-1	other	
CPC2	other	
LOC100197367	other	
RACK1B_AT	other	
ATARCA	other	
LOC100778205	other	
LOC547868	other	
RACK1C_AT	other	
ARCA1	other	
ARCA2	other	
LOC107763849	other	
LOC100216946	other	
LOC100280585	other	
AGOS_AFR199C	other	
RSRC1	other	
RSRC1	other	hg19
LINC02737	other	hg19
JRKL-AS1	other	hg19
JRKL	refseq	orycun2
CCDC82	refseq	orycun2
MAML2	refseq	orycun2
MTMR2	refseq	orycun2
CEP57	refseq	orycun2
FAM76B	refseq	orycun2
SUCA-1	other	
SCSBETAA	other	
SPCC1620.08	other	
SCSBETAG	other	
LOC100284826	other	
LOC543863	other	
AGOS_AEL211W	other	
LSC2	other	
LOC103349670	refseq	orycun2
1700019J19RIK	other	
LOC103349685	refseq	orycun2
MIR7143	other	
LOC100129203	other	hg19
SESN3	refseq	orycun2
SESN3.L	other	
ENDOD1	refseq	orycun2
LOC100346681	refseq	orycun2
LOC100347204	refseq	orycun2
LOC100347458	refseq	orycun2
LOC100347712	refseq	orycun2
LOC100348204	refseq	orycun2
CWC15	refseq	orycun2
AMOTL1	refseq	orycun2
LOC105369438	other	hg19
PIWIL4	refseq	orycun2
FUT4	refseq	orycun2
C1H11orf97	refseq	orycun2
ANKRD49	refseq	orycun2
MRE11A	refseq	orycun2
MRE11	other	hg19
GPR83	refseq	orycun2
IZUMO1R	refseq	orycun2
CLASP1A	other	
PANX1	refseq	orycun2
HEPHL1	refseq	orycun2
UBE2I	refseq	orycun2
UBE2IB	other	
LOC106119975	other	
LOC693063	other	
VSTM5	refseq	orycun2
MED17	refseq	orycun2
C1H11orf54	refseq	orycun2
TAF1D	refseq	orycun2
CEP295	refseq	orycun2
SNORA5A	other	hg19
SMCO4	refseq	orycun2
CCDC67	refseq	orycun2
LOC108178565	refseq	orycun2
SLC36A4	refseq	orycun2
MIR1255A	other	
MIR1255A	other	hg19
MTNR1B	refseq	orycun2
FAT3	refseq	orycun2
FAT1A	other	
LOC689840	other	
RPS101	other	
RPS102	other	
RPS-1	other	
LOC103249169	other	
EIF5.S	other	
LOC783533	other	
LOC103349747	refseq	orycun2
CHORDC1	refseq	orycun2
LOC100339446	refseq	orycun2
NAALAD2	other	mm9
NAALAD2	other	
CDC73.S	other	
LOC100196612	other	
HYX	other	
TRIM64	other	
TRIM64B	other	hg19
TRIM64	other	hg19
TRIM49D1	other	
TRIM49D1	other	hg19
TRIM49D2	other	hg19
TRIM48	other	hg19
LOC100356005	refseq	orycun2
LOC100356259	refseq	orycun2
PRP5	other	
PLRG-1	other	
LOC100356521	refseq	orycun2
LOC100357031	refseq	orycun2
LOC100357286	refseq	orycun2
TRIM77	refseq	orycun2
FOLH1	other	hg19
LOC100358060	refseq	orycun2
NOX4	refseq	orycun2
TYR	refseq	orycun2
LOC100305568	other	
LOC100499852	other	
LOC100499673	other	
GRM5	refseq	orycun2
GRM5-AS1	other	hg19
CTSC	refseq	orycun2
RAB38	refseq	orycun2
LINC02711	other	hg19
TMEM135	refseq	orycun2
LOC106116045	other	
LOC106103797	other	
LOC103349764	refseq	orycun2
LOC110437714	other	
CHE-1	other	
FZD4-DT	other	hg19
FZD4	refseq	orycun2
PRSS23	refseq	orycun2
ME3	refseq	orycun2
RPL39.L	other	
CCDC81	refseq	orycun2
FUM3	other	
HIKESHI	refseq	orycun2
EED	refseq	orycun2
PDPK1.L	other	
PDPK1B	other	
PDPK1A	other	
MIR841B	other	
PICALM	refseq	orycun2
PICALMB	other	
CCDC83	refseq	orycun2
SYTL2	refseq	orycun2
CCDC89	refseq	orycun2
DKFZP469C1132	other	
ILF2.L	other	
CREBZF	refseq	orycun2
TMEM126A	refseq	orycun2
MO4L1	other	
TMEM126B	refseq	orycun2
DLG2	refseq	orycun2
POU5F1-RS4	other	mm9
POU5F1-RS8	other	mm9
POU5F3.1.L	other	
POU5F3.1	other	
POU5F3.2.L	other	
LOC116990800	other	
POU5F1P5	other	hg19
POU5F1-RS6	other	mm9
GM21054	other	mm9
SNORA41	other	mm9
LOC100191912	other	
RPL16B	other	
RPL16A	other	
AGOS_AER367C	other	
RPL23AP32	other	hg19
RPL23A.S	other	
C29E4.17	other	
LOC105387458	other	
RAC3.S	other	
CED-10	other	
LOC448958	other	
RAC1.L	other	
RAC1B	other	
LOC100533305	other	
LOC106073682	other	
RAC-2	other	
LOC581537	other	
RHO4	other	
ROP10	other	
ARAC9	other	
LOC541773	other	
RHO3	other	
RAC10	other	
LOC100527158	other	
LOC107810713	other	
LOC100806681	other	
MIG-2	other	
LOC542758	other	
LOC100808748	other	
ARAC1	other	
LOC542739	other	
ROP9	other	
LOC100798550	other	
ARAC5	other	
LOC100805035	other	
RAC3	other	
ELR26	other	
LOC100499696	other	
LOC100527464	other	
MTL	other	
LOC445704	other	
LOC100165022	other	
LDHAL6A	other	hg19
LOC103349849	refseq	orycun2
ECU11_0810	other	
F44E5.12	other	
Y105E8A.45	other	
ANKRD42	refseq	orycun2
CCDC90B	refseq	orycun2
ANKRD42.L	other	
MIR-9388	other	
LOC103349856	refseq	orycun2
PCF11	refseq	orycun2
RAB30	refseq	orycun2
DDIAS	refseq	orycun2
CD2AP.L	other	
PRCP	refseq	orycun2
FAM181B	refseq	orycun2
UCHL1.S	other	
LOC100348796	refseq	orycun2
CYSTM1	refseq	orycun2
